Family Name, ,Looked at?,Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
Logarithm Calculations,123,2,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,944,,,1,1,O(2^{\sqrt{n}}),,,[https://doi.org/10.1090/pspum/020 Baby-step Giant-step (1971)],Baby-step Giant-step,1971,https://doi.org/10.1090/pspum/020,10.1090/pspum/020,['Donald Lewis'],1,['1969 Number Theory Institute'],,,,0,0,8,n: 8,O(2^{\sqrt{n}}),,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,8,n: 8,$O(2^{\sqrt{n}})$,Derived: Uses a hash table of this size,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Baby-step_giant-step,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
Logarithm Calculations,123,1,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,945,,,1,1,O(2^n),,,[https://www.sciencedirect.com/science/article/pii/S0890540198927614 Function Field Sieve (FFS) (1999)],Function Field Sieve (FFS),1999,https://www.sciencedirect.com/science/article/pii/S0890540198927614,,[],2,,,,,0,0,8,n: 8,O(2^n),,n: number of digits/bits in the order of the finite group,n,,,,bits,3,n: 3,O(n^{2/3})?,same space as Number Field Sieve?,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
Logarithm Calculations,123,1,Discrete Logarithm Over Finite Fields,"Discrete Logarithm Over Finite Fields, F_q",946,,,1,1,$O(e^{(sqrt(2) sqrt(n*logn))})$,,,[NA Index calculus algorithm (1922)],Index calculus algorithm,1922,NA,,[],0,,,,,1,0,8,n: 8,$O(e^{(\sqrt(2) \sqrt(n*logn))})$,,"n: number of digits/bits in the order of the finite group
r: size of factor base",n,,,RAM?,bits,3,"n: 3,
r: 5",O(n+r^2)?,See Dixon's algorithm for factoring integers; also works with an O(r)-by-O(r) sized matrix (to obtain discrete logs of primes in factor base),1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Index_calculus_algorithm,,,,,1000,,1000000,,1000000000,,Inf,1,,Inf,1,,Inf,1,,1,,,Statistics
Logarithm Calculations,123,2,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,947,,,1,1,O(2^n),,,[http://www.ams.org/notices/199612/pomerance.pdf Number Field Sieve (NFS) (1990)],Number Field Sieve (NFS),1990,http://www.ams.org/notices/199612/pomerance.pdf,,[],1,,,,,0,0,8,n: 8,$O(2^n)$,,n: number of digits/bits in the order of the finite group,n,,,,bits,3,n: 3,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0,1,,0,,0,,0,0,,0,0,https://core.ac.uk/download/pdf/15590206.pdf,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
Logarithm Calculations,123,1,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,948,,,1,1,"O(2^{\sqrt{n}}), only for primes; does much better for composites",,,[https://dl.acm.org/citation.cfm?id=2269283 Pohlig-Hellman (1978)],Pohlig-Hellman,1978,https://dl.acm.org/citation.cfm?id=2269283,,[],2,,,,,0,0,8,n: 8,"O(2^{\sqrt{n}}), only for primes; does much better for composites",,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,8,n: 8,$O(2^{\sqrt{n}})$ (though only for primes),A step in the algorithm involves using baby-steps giant-steps to compute discrete logs; the rest of the algorithm (including CRT and repeated powers) isn't as intensive,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
Logarithm Calculations,123,1,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,949,,,1,1,O(2^{(n/2)}),,,[https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf Pollard's rho algorithm (1978)],Pollard's rho algorithm,1978,https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,,[],1,,,,,0,0,8,n: 8,$O(2^{(n/2)})$,,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,O(1),Stores a constant number of O(n)-bit values per iteration,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
Logarithm Calculations,123,1,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,950,,,1,1,O(2^n),,,[https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf Pollard's kangaroo algorithm (1978)],Pollard's kangaroo algorithm,1978,https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,,[],1,,,,,0,0,8,n: 8,O(2^n),,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,O(1),"Stores a constant number of O(n)-bit values (a, b, x_i, d, x_N, y_i, d_i) per iteration; assumes that the pseudorandom map is part of the input",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Pollard%27s_kangaroo_algorithm,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
Self-Balancing Trees Creation,125,1,,,951,,,1,1,O(nlogn),,,[ AVL Tree (1962)],AVL Tree,1962,,,[],0,,,,,1,0,4,n: 4,O(n \log n),11,n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965.784285,1,,19931568.57,1,,29897352854,1,,5,,,Combinatorics
Self-Balancing Trees Creation,125,1,,,952,,,1,1,O(nlogn),,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,[],2,,,,,0,0,4,n: 4,O(n \log n),11,n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,5,,,Combinatorics
Self-Balancing Trees Creation,125,1,,,953,,,1,1,O(nlogn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,,[],0,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,0,0,4,n: 4,O(n \log n),11,n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965.784285,1,,19931568.57,1,,29897352854,1,,5,,,Combinatorics
Self-Balancing Trees Creation,125,1,,,954,,,1,1,O(nlogn),,,[ Tarjan Splay Tree (1985)],Tarjan Splay Tree,1985,,,[],0,,,,,0,0,4,n: 4,O(n \log n),11,n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,5,,,Combinatorics
Self-Balancing Trees Creation,125,1,,,955,,,1,1,O(n*b*log(n)/log(b))?,,,"[ Bayer, McCreight B-Tree (1970)]","Bayer, McCreight B-Tree",1970,,,[],0,,,,,0,0,4,n: 4,O(n*b*\log(n)/\log(b))?,,"n: number of nodes
b: branching factor",n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,5,,,Combinatorics
Self-Balancing Trees Insertion,126,1,,,956,,,1,1,O(logn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,,[],0,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,1,0,2,n: 2,O(\log n),1,n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),Each node being changed requires constant auxiliary space to make changes; can reuse space across nodes being changed,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
Self-Balancing Trees Insertion,126,1,,,957,,,1,1,$O(1)$ amortized,,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,[],2,,,,,0,0,2,n: 2,O(\log n),1,n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),^see above,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
Self-Balancing Trees Deletion,127,1,,,958,,,1,1,O(logn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,,[],0,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,1,0,2,n: 2,O(\log n),1,n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),^see above,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
Self-Balancing Trees Deletion,127,1,,,959,,,1,1,$O(1)$ amortized,,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,[],2,,,,,1,0,2,n: 2,O(\log n),1,n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),^see above,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
Self-Balancing Trees Search,128,1,,,960,,,1,1,O(logn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,,[],0,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,1,0,2,n: 2,O(\log n),1,n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),Need to keep track of constant amount of info during search (i.e. which node we're on and what direction to go),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
Self-Balancing Trees Search,128,1,,,961,,,1,1,O(logn),,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,[],2,,,,,1,0,2,n: 2,O(\log n),1,n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),Need to keep track of constant amount of info during search (i.e. which node we're on and what direction to go),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,962,,,1,1,$O(n^\omega)$ where omega is the exponent on boolean matrix multiplication,Any reasonable nontrivial distribution,https://arxiv.org/abs/2202.08996,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1972)]","Aho, Garey & Ullman",1972,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.3728596,n: 5.3728596,O(n^omega) where omega is the exponent on boolean matrix multiplication,,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,263633138.6,1,,6.95E+16,1,,1.83E+25,1,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,963,,,1,1,O(n^{2.807}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1972)]","Aho, Garey & Ullman",1972,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.807,n: 5.807,O(n^2.807),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,263633138.6,1,,6.95E+16,1,,1.83E+25,1,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,964,,,1,1,O(n^{2.8}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1978)]","Aho, Garey & Ullman",1978,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.8,n: 5.8,O(n^2.8),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,251188643.2,1.049542429,,6.31E+16,1.10153931,,1.58E+25,1.156112242,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,965,,,1,1,O(n^{2.78}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1979)]","Aho, Garey & Ullman",1979,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.78,n: 5.78,O(n^2.78),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,218776162.4,1.20503594,,4.79E+16,1.452111618,,1.05E+25,1.749846689,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,966,,,1,1,O(n^{2.52}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1980)]","Aho, Garey & Ullman",1980,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.52,n: 5.52,O(n^2.52),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,36307805.48,7.261059574,,1.32E+15,52.72298614,,4.79E+22,382.8247433,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,967,,,1,1,O(n^{2.518}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1980)]","Aho, Garey & Ullman",1980,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.518,n: 5.518,O(n^2.518),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,35809643.71,7.362070975,,1.28E+15,54.20008904,,4.59E+22,399.0249024,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,968,,,1,1,O(n^{2.495}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1981)]","Aho, Garey & Ullman",1981,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.495,n: 5.495,O(n^2.495),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,30549211.13,8.629785478,,9.33E+14,74.47319739,,9.33E+14,19633602768,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,969,,,1,1,O(n^{2.48}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1986)]","Aho, Garey & Ullman",1986,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.48,n: 5.48,O(n^2.48),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,27542287.03,9.571940713,,7.59E+14,91.62204901,,2.09E+22,877.0008211,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,970,,,1,1,O(n^{2.372}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1990)]","Aho, Garey & Ullman",1990,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.372,n: 5.372,O(n^2.372),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,13061708.88,20.18366364,,1.71E+14,407.3802778,,2.23E+21,8222.426499,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,971,,,1,1,O(n^{2.373}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (2014)]","Aho, Garey & Ullman",2014,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,0,0,5.373,n: 5.373,O(n^2.373),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,972,,,1,1,O(n^{2.371}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (2014)]","Aho, Garey & Ullman",2014,https://epubs.siam.org/doi/pdf/10.1137/0201008,10.1137/0201008,"['A. V. Aho', 'M. R. Garey', 'J. D. Ullman']",3,['The Transitive Reduction of a Directed Graph'],,,,1,0,5.371,n: 5.371,O(n^2.371),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,12971792.71,20.32357011,,1.68E+14,413.047502,,2.18E+21,8394.599865,,3,,,Combinatorics
Transitive Reduction Problem,129,2,Transitive Reduction Problem of Directed Graphs,Transitive Reduction Problem of Directed Graphs,973,,,1,1,O(n^3),Any distribution/runtime same regardless of input,(same general behavior regardless of input),"[https://www.sciencedirect.com/science/article/pii/0167642389900397 Gries, Martin (1989)]","Gries, Martin",1989,https://www.sciencedirect.com/science/article/pii/0167642389900397,,[],4,,,,,0,0,6,n: 6,O(n^3),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),"Generally keeps track of O(1) information for every pair (u, v) of vertices? and not much additional information needed",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Turnpike Problem,131,1,,Turnpike Problem,974,,,1,1,O(2^n nlogn),,,[NA Outside-In algorithm (1991)],Outside-In algorithm,1991,NA,,[],0,,,,,1,0,8,n: 8,O(2^n nlogn),,n: number of points,n,,,Word RAM,words,3,n: 3,O(n),Seems like this just needs to keep track of current configuration being tested,1,0,,0,,0,,0,0,,0,0,http://hariharan-ramesh.com/ppts/turnpike.pdf,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
n-Queens Problem,132,2,,Counting Solutions; Constructing solutions,975,,,1,1,O(n^n),(no distribution to talk about here),(none),[ Naive Algorithm (1848)],Naive Algorithm,1848,,,[],0,,1,1,,1,0,8,"n: 8,
n^2: 8",O(n^n),,n: size of chessboard,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",O(n),"Keep track of current configuration being tested, along with current count",1,0,,0,,0,,0,0,,0,0,https://web.northeastern.edu/seigen/11Magic/Books/Rouse%20Ball.pdf,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
n-Queens Problem,132,2,,Counting Solutions; Constructing solutions,976,,,1,1,O(n!),(no distribution to talk about here),(none),[ Naive + 1 queen per row restriction (1850)],Naive + 1 queen per row restriction,1850,,,[],0,,,,,1,0,8,"n: 8,
n^2: 8",O(n!),,n: size of chessboard,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",O(n),"Keep track of current configuration being tested, along with current count",1,0,,0,,0,,0,0,,0,0,https://web.northeastern.edu/seigen/11Magic/Books/Rouse%20Ball.pdf,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
n-Queens Problem,132,2,,Counting Solutions; Constructing solutions,977,,,1,1,O(n!),(no distribution to talk about here),(none),[https://dl.acm.org/citation.cfm?id=1243380 Dijkstra (1972)],Dijkstra,1972,https://dl.acm.org/citation.cfm?id=1243380,,[],3,,1,1,https://www.geeksforgeeks.org/n-queen-problem-backtracking-3/,1,0,8,"n: 8,
n^2: 8",O(n!),,n: size of chessboard,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",O(n),"Keep track of current configuration being tested and restrictions on where next queen can be placed, along with current count",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
n-Queens Problem,132,0.001,,Counting Solutions; Constructing solutions,978,,,1,1,O(n!),(no distribution to talk about here),(none),[ Nauck (1850)],Nauck,1850,,,[],0,,,,,0,0,8,"n: 8,
n^2: 8",O(n!),,n: size of chessboard,n^2,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,https://web.northeastern.edu/seigen/11Magic/Books/Rouse%20Ball.pdf,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
n-Queens Problem,132,2,,Counting Solutions; Constructing solutions,979,,,1,1,O(n!),(no distribution to talk about here),(none),[ Gunther Determinants solution (1874)],Gunther Determinants solution,1874,,,[],0,,,,,0,0,8,"n: 8,
n^2: 8",O(n!),,n: size of chessboard,n^2,,,Word RAM,words,8,"n: 8,
n^2: 8",O(n!) ?,Seems like this one lists out all of the terms in the discriminant; presumably there is a better way but that amounts to the naive algorithm,1,0,,0,,0,,0,0,,0,0,https://web.northeastern.edu/seigen/11Magic/Books/Rouse%20Ball.pdf,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
n-Queens Problem,132,2,,Counting Solutions,980,,,1,1,O(8^n*poly(n)),(no distribution to talk about here),(none),"[http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf Rivin, Zabih (1992)]","Rivin, Zabih",1992,http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf,,[],2,,,,,0,0,8,"n: 8,
n^2: 8",O(8^n*poly(n)),,n: size of chessboard,n^2,,,Word RAM,words,8,"n: 8,
n^2: 8",O(8^n*n^2),http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
Median String Problem,133,2,,Median String Problem with Unbounded Alphabets,981,,,1,1,2^O(n),Any distribution/runtime same regardless of input,(same general behavior regardless of input),[ Naive Solution (1965)],Naive Solution,1965,,,[],0,,1.5,0,https://link.springer.com/chapter/10.1007/3-540-44888-8_23,1,0,8,n: 8,2^O(n),,"n: maximum of (number of strings, max length of one of the strings)",n,,,Word RAM,words,3,n:3,O(n),"Keep track of current string being checked, current best string, and Levenshtein distances (which can be computed recursively using O(n) space)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
Frequent Words with Mismatches Problem,134,1,,,982,,0,1,1,"$O(n*f_{bin}(sigma-1, k, d))$ where $f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i$",,,[ Naive solution (1940)],Naive solution,1940,,,[],0,,,,,1,0,8,n: 8,"O(n*f_{bin}(sigma-1, k, d)) where f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i",,"n: length of string
k: length of words
d: number of allowed mismatches
sigma: size of alphabet",n,,,Word RAM,words,8,n: 8,"O(max(n*f_{bin}(sigma-1, k, d), sigma^k)) auxiliary where f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i",Keep track of counts on at most that many words,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1,,1.00E+12,1,,1.00E+18,1,,4,,,Combinatorics
