 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
14,Minimum Spanning Tree (MST),1,,,Solin,,,,,,,,Deo and Yoo,1981,"DEO, N., AND YOO, Y. B. 1981. Parallel algorithms for the minimum spanning tree problem.",,,,,,,,O(n^2 log n / p),O(n log n),11,https://dl.acm.org/doi/pdf/10.1145/2514.2515,O(n^2 log n),21,https://dl.acm.org/doi/pdf/10.1145/2514.2515,,n: number of vertices,,,,MIMD-TC,300,,,,,,,,,0,,0,,0,1,p <= n,,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Savage and Ja'Ja',1981,https://epubs.siam.org/doi/abs/10.1137/0210051,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2*log^2(n)),22,,,n: number of vertices,,,,SIMD-SM-R (CREW PRAM),210,,,,,,,,,0,,0,,0,1,n^2,,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,Savage,1981,https://link.springer.com/chapter/10.1007/978-3-642-68402-9_32,,,,,,,,O(m+n),O(m+n),20,,O(n(m+n)),30,,,"n: number of nodes
m: number of edges",,,,Systolic array,,,,,,,,,,0,,0,,0,1,n+1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Nath and Maheshwari,1982,https://www.sciencedirect.com/science/article/pii/0020019082901314,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2*log(n)),21,,,n: number of vertices,,,,SIMD-SM (CREW PRAM),210,,,,,,,,,0,,0,,0,1,n^2/log(n),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Nath and Maheshwari,1982,https://www.sciencedirect.com/science/article/pii/0020019082901314,,,,,,,,O(log^3(n)),O(log^3(n)),3,,O(n^2*log^2(n)),22,,,n: number of vertices,,,,SIMD-SM (EREW PRAM),110,,,,,,,,,0,,0,,0,1,n^2/log(n),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Kruskal method,,,,,,,,Kucera,1982,https://www.sciencedirect.com/science/article/pii/002001908290093X,,,,,,,,O(log n),O(log n),1,,O(n^5 log n),51,,,"n: number of edges
m: number of edges",,,,WPRAM,,,,,,,,,,0,,0,,0,1,n^5,,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Chin et al.,1982,https://dl.acm.org/doi/abs/10.1145/358628.358650,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2),20,,,n: number of vertices,,,,SIMD-SM-R (CREW PRAM?),210,,,,,,,,,0,,0,,0,1,n ceiling(n/log^2(n)),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Hirschberg,1982,"HIRSCHBERG, D. S. 1982. Parallel graph algorithms without memory conflicts.",,,,,,,,O(log n),O(log n),1,,O(n^3 log n),31,,,n: number of vertices,,,,SIMD-SM-RW (CRCW PRAM?),220,,,,,,,,,0,,0,,0,1,O(n^3),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected graph,,,,,,"Expected span: O((log log n)^2)
Expected work: O(n^2*log log n)",,,,Reif and Spirakis,1982,https://apps.dtic.mil/sti/citations/ADA114875,,,,,,,,,,,,,,,,n: number of nodes,,,,RP-RAM (Arbitrary CRCW),,,,,,,,,,1,"time w/ probability 1-exp(-kn^a) for some k,a >0",0,,0,1,O(n^2 / log log n) (expected),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected graph,,,,,,"Expected span: O(log n*(log log n)^2)
Expected work: O(n^2*log n*log log n)",,,,Reif and Spirakis,1982,https://apps.dtic.mil/sti/citations/ADA114875,,,,,,,,,,,,,,,,n: number of nodes,,,,PRAM CREW,120,,,,,,,,,1,"time w/ probability 1-exp(-kn^a) for some k,a >1",0,,0,1,O(n^2 / log log n) (expected),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Kruskal method,,,,,,,,Yoo,1983,https://www.osti.gov/biblio/5689584,,,,,,,,O(m),O(m),20,,O(m^2),40,,,m: number of edges,,,,MIMD-TC,300,,,,,,,,,0,,0,,0,1,O(m),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,directed spanning forest,,,,,,,,,,"Tsin, Chin",1984,https://epubs.siam.org/doi/abs/10.1137/0213036,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2 log n),21,,,n: number of nodes,,,,SIMD PRAM CREW,,,,,,,,,,0,,0,,0,1,n\ceil{n/log n},,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Prim's,,,,,,,,Akl,1986,https://link.springer.com/article/10.1007/BF02240073,,,,,,,,O(n),O(n),10,,O(n^2),20,,,n: number of nodes,,,,SM-SIMD (CRCW),,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after 1 graph change,,,,,,,,,,"Pawagi, Ramakrishnan",1986,https://www.sciencedirect.com/science/article/pii/0020019086900980,,,,,,,,O(log n),O(log n),1,,O(n^2*log n),21,,,n: number of nodes,,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected weighted MSF,,,,,,,,,,"Cole, Vishkin",1986,https://ieeexplore.ieee.org/iel5/4568183/4568184/04568239.pdf,,,,,,,,O(log n),O(log n),1,,O((n + m)log log n),20.1,,,"n: number of nodes
m: number of edges",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O((n + m)log log n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,"Awerbuch, Shiloach",1987,https://ieeexplore.ieee.org/document/1676869,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2 log^2(n)),22,,,n: number of nodes,,,,Shuffle-exchange network,,,,,,,,,,0,,0,,0,1,n^2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,"Awerbuch, Shiloach",1987,https://ieeexplore.ieee.org/document/1676869,,,,,,,,O(log m),O(log m),1,,O(m log m),21,,,m: number of edges,,,,PRAM-CRCW,130,,,,,,,,,0,,0,,0,1,m,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,m >= n log n,,Prim's algorithm with an efficient heap,,,,,,,,"Driscoll, Gabow, Shrairman, Tarjan",1987,https://dl.acm.org/doi/pdf/10.1145/50087.50096,,,,,,,,O(m/p),O(n log n),11,,O(m),20,,,"m: number of edges
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,p <= m/(n log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating the MST after adding 1 node,,,,,,,,,,"Jung, Mehlhorn",1988,https://www.sciencedirect.com/science/article/pii/0020019088900841,,,,,,,,O(log n),O(log n),1,,O(n),10,,,n: number of nodes,,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,n/log n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after adding 1 node,,,,,,,,,,"Varman, Doshi",1988,https://www.sciencedirect.com/science/article/pii/0304397588900357,,,,,,,,O(log n),O(log n),1,,O(n*log n),11,,,n: number of nodes,,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,planar graphs MSF,,,,,,,,,,Philips,1989,https://dl.acm.org/doi/pdf/10.1145/72935.72952,,,,,,,,O(log^2 n),O(log^2 n),2,,O((n + m)*log n),21,,,,,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O((n + m)/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Kruskal, Rudolph, Snir",1990,https://link.springer.com/article/10.1007/BF01840376,,,,,,,,O(m*log(n)/p + log(n)*log(p),O(m*log(n)/p + log(n)*log(p),,,O(m*log(n) + p*log(n)*log(p),,,,"n: number of nodes
m: number of edges
p: number of processors",,,,MIMD EREW,310,,,,,,,,,0,,0,,0,1,p <= m/log(m),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after k graph changes,,,,,,,,,,"Pawagi, Kaser",1991,https://link.springer.com/content/pdf/10.1007/BF01228509.pdf,,,,,,,,O(log n * log k),O(log n * log k),,,O(nk),,,,"n: number of nodes
k: number of changes to the graph (ins/del/cost changes)",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,nk/(log n * log k),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,"Cole, Vishkin",1991,https://www.sciencedirect.com/science/article/pii/0890540189900369,,,,,,,,O(log n),O(log n),1,,O(n log n + m),20,,,"n: number of nodes
m: number of edges",,,,PRAM CRCW,130,,,,,,,,,0,,0,,0,1,(n log n + m)/log n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,Gazit,1991,https://epubs.siam.org/doi/pdf/10.1137/0220066,,,,,,,,O(log(n)),O(log(n)),1,,O(m+n),20,,,"n: number of vertices
m: number of edges",,,,PRAM-CRCW,130,,,,,,,,,1,The probability that the algorithm runs longer than expected is at most (2/e)^{n/log^k(n)} for some constant k < 4,0,,0,1,O((m+n)/log(n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected,,,,,,,,,,"Johnson, Metaxas",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141917,,,,,,,,O(log^{3/2}(n)),O(log^{3/2}(n)),1.5,,O(log^{3/2}(n)*(n+m)),21.5,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,n+m,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,Karger,1992,"KARGER, D. R. 1992. Approximating, verifying, and constructing minimum spanmng forests. Manuscript.",,,,,,,,O(log n),O(log n),1,,m + n^{1+eps}*log(n) for any eps>0,20,https://www.sciencedirect.com/science/article/pii/B9780444880710500229,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,,,0,,0,1,m/log(n) + n^{1+eps} for any eps>0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after k graph changes,,,,,,,,,,"Shen, Liang",1993,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=262898,,,,,,,,O(log k * log n) ,O(log k * log n) ,,,O(n^2),20,,,"n: number of nodes
k: number of changes to the graph (ins/del/cost changes)",,,,SIMD CREW PRAM,,,,,,,,,,0,,0,,0,1,O(n^2/(log k * log n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Kruskal,,,,,,,,"Suraweera, Bhattacharya",1993,https://www.sciencedirect.com/science/article/pii/0020019093900196,,,,,,,,O(log m),O(log m),1,,O(m log m),21,,,"n: number of nodes
m: number of edges",,,,PRAM-CRCW,130,,,,,,,,,0,,0,,0,1,O(m),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirecred graph,,,,,,,,,,"Chong, Lam",1993,https://dl.acm.org/doi/pdf/10.5555/313559.313575,,,,,,,,O(log n log log n) ,O(log n log log n) ,1.1,,O((n+m) log n log log n) ,21.1,,,"n: number of vertices
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n+m),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Cole, Klein, Tarjan",1996,https://dl.acm.org/doi/pdf/10.1145/237502.237563,,,,,,,,O(log n),O(log n),1,,O(n),10,,,n: number of nodes,,,,CRCW PRAM,130,,,,,,,,,1,,0,,0,1,n/log n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,O((t_s + t_w)*m/p + log(n)*log log n),,,,"Chung, Condon",1996,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=508073,,,,,,,,,,,,,,,,"n: number of nodes
m: number of edges",,,,"a distributed memory model, in which processors communicate using messages",700,,,,,,,,,,,,,1,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected graph,,,,,,,,,,Chong,1996,http://dspace.fcu.edu.tw/bitstream/2377/2563/1/ce07ics001996000103.pdf,,,,,,,,O(log n log log n),O(log n log log n),1.1,,O((n+m) log n log log n),21.1,,,"n: number of nodes
m: number of edges
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,m+n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,m >= n/2,,,,,,"Expected time: o((log n)^{1+eps}) for any eps > 0
Expected work: O(m)",,,,"Poon, Ramachandran",1997,https://www.cs.utexas.edu/~vlr/papers/mst97.pdf,,,,,,,,,,,,,,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,Zaroliagis,1997,https://www.researchgate.net/profile/Christos-Zaroliagis/publication/47842817_Simple_and_Work-Efficient_Parallel_Algorithms_for_the_Minimum_Spanning_Tree_Problem/links/53e256010cf275a5fdd6ba3e/Simple-and-Work-Efficient-Parallel-Algorithms-for-the-Minimum-Spanning-Tree-Problem.pdf,,,,,,,,O(log^2 n),O(log^2 n),2,,O(m log n),21,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(m/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,Zaroliagis,1997,https://www.researchgate.net/profile/Christos-Zaroliagis/publication/47842817_Simple_and_Work-Efficient_Parallel_Algorithms_for_the_Minimum_Spanning_Tree_Problem/links/53e256010cf275a5fdd6ba3e/Simple-and-Work-Efficient-Parallel-Algorithms-for-the-Minimum-Spanning-Tree-Problem.pdf,,,,,,,,O(log n),O(log n),1,,O(m log n),21,,,"n: number of nodes
m: number of edges",,,,COMMON CRCW PRAM,132,,,,,,,,,0,,0,,0,1,O(m),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"find first k minimum spanning trees, 2<=k<=n^{n-2} in the order of increasing weight",,,,,,,,,,"Ma, Iwama, Gu",1997,https://ieeexplore.ieee.org/abstract/document/581705,,,,,,,,O(T(n) + k log n),O(T(n) + k log n),,,O((T(n) + k log n) * n^2 / log n),,,,"n: number of nodes
k: number of spanning trees we're looking for
T(n): best time for finding an MST with n^2/log n processors on a PRAM CREW",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n^2/ log n) ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"""sufficiently dense""
m/n >= p",,Sollin method,,,,,,,,"Dehne, Gotz",1998,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=740525,,,,,,,,O(log p),O(log p),,,"T_seq(n,m/p) + 2*T_seq(n, Dn) + O(n) + g*n + L*log p",,,,"n: number of nodes
m: number of edges",,,,BSP,400,,,,,,,,,0,,0,,0,1,p (<= m/n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,relatively dense graphs (m >= n*p),,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(log p),O(log p),,,O(m/p + n * log log p + g * n + L* log p),,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,400,,,,,,,,,0,,0,,0,1,p <= m/n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"relatively dense graphs (p^{1+eps} <= m/n, eps > 0)",,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(1),O(1),0,,O(m/p + n + g*m/p^{1+eps/2} + L),,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,400,,,,,,,,,0,,0,,0,1,"p^{1+eps} <= m/n
esp > 0",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,all but very sparse graphs,,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(log^2(p)/log((m+n)/p)),O(log^2(p)/log((m+n)/p)),,,O(m/p + n/p*log p + g*(m/p + n/p*log p) + L*(log^2(p)/log((m+n)/p))) ,,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,400,,,,,,,,,1,runtime bounds probability 1 - p^{-c} for any constant c > 0,0,,0,1,"p <= m + n
log p <= m/n <= p
eps > 0",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Lam",1999,https://hub.hku.hk/bitstream/10722/45607/1/40756.pdf?accept=1,,,,,,,,O(log n),O(log n),1,,O((n+m)*log n),21,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,m+n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected graph,,,,,,,,,,"PETTIE, RAMACHANDRAN",1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3be733422366ebdf4cfc1a21ffb3d70770ce129a,,,,,,,,O(log n),O(log n),1,,O(m+n),20,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,1 - p^{-c} for any constant c > 0,0,,0,1,(m+n)/log n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST update after 1 change (edge deletion or insertion) - undirected graph,,,,,,,,,,Das and Ferragina,1999,https://www.worldscientific.com/doi/abs/10.1142/S012962649900013X,,,,,,,,O(log n),O(log n),1,,O(m^{2/3} log n),,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(m^{2/3}),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,"Pettie, Ramachandran",1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3be733422366ebdf4cfc1a21ffb3d70770ce129a,,,,,,,,O(log n),O(log n),1,,O(m+n),20,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,(m + n) / log n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,"Halperin, Zwick",2000,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7d8bf94f2171283c40ac212e51e2fbd01885fa4e,,,,,,,,O(log n),O(log n),1,,O(m+n),20,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,(m+n)/log n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O((m+n)*sqrt(log n)),,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O((m+n)/sqrt(log n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O((m+n)*log log n),20.1,,,"n: number of nodes
m: number of edges",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O((m+n)*log log n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,dense graphs,,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O(n^2),20,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n^2/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after deleting 1 node; determines the set of new MST edges for the potential deleting of every node,,,,,,,,,,Das & Loui ,2001,https://link.springer.com/article/10.1007/s00453-001-0061-3,,,,,,,,O(log^2 n),O(log^2 n),2,,O(m*log^2 n),22,,,"n: number of nodes
m: number of edges",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,m,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Lam",2001,https://dl.acm.org/doi/abs/10.1145/375827.375847,,,,,,,,O(log n),O(log n),1,,O(n*log n),11,,,n: number of nodes,,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected MSF,,,,,,,,,,"Pettie, Ramachandran",2001,https://www.cs.utexas.edu/users/vlr/papers/tr01-25.pdf,,,,,,,,O(m/p + log^2(n) log*(n)),O(m/p + log^2(n) log*(n)),,,O(m+n),20,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"AHRABIAN, NOWZARI-DALINI",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^2 log n),O(n^2 log n),2,,O(n^3),30,,,n: number of nodes,,,,,,,,,,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"AHRABIAN, NOWZARI-DALINI",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^3*log(p)/p),O(n^3*log(p)/p),,,O(n^3*log(p)),30,,,"n: number of nodes
p: number of processors",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"Undirected, General MST",163,Parallel algorithm,,1,1,O(E log(V)/p),,,[https://www.sciencedirect.com/science/article/pii/S0743731506001262 Bader & Cong Parallel Implementation  (2006)],Bader & Cong Parallel Implementation ,2006,https://www.sciencedirect.com/science/article/pii/S0743731506001262,,,,0,0,5.01,"E: 3,
V: 5.01",O(E \log(V)/p),$O(E\log(V)/p)$,,https://www.sciencedirect.com/science/article/pii/S0743731506001262,$O(E\log(V)$,,https://www.sciencedirect.com/science/article/pii/S0743731506001262,only experimentally?,"V: number of vertices
E: number of edges
U: maximum edge weight
p: number of processors",V,https://www.sciencedirect.com/science/article/pii/S0743731506001262,0,PRAM/SMPs?,,words,3,"V: 3,
E: 1",O(V) total,Initializes and uses a constant number of arrays of size O(V) (and does work similar to work done in Boruvka/Prim algorithm),1,0,,0,,0,,0,1,p,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,"V:E
5:7",,,,,,,8.7,583.3333333,,,,,,,,5,,,Combinatorics
14,Minimum Spanning Tree (MST),1,"Undirected, general MST",,Parallel algorithm for GPU based on Prim,,1,1,,,,"[https://dl.acm.org/doi/pdf/10.1145/2145816.2145842 Nobari, Cao, Karras, Bressan (2012)]","Nobari, Cao, Karras, Bressan",2012,https://dl.acm.org/doi/pdf/10.1145/2145816.2145842,,,,,,,,"O(E + V/p + log^2(V)) (derived, assuming PRAM model)","O(E + V/p + log^2(V)) (derived, assuming PRAM model)",,,O(|E| log(|V|)),,,,"V: number of vertices
E: number of edges
P: number of processors",,,,None stated,,,,,,,,,,0,,0,,0,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Tripathy, Ray",2013,https://www.proquest.com/docview/1505018621,,,,,,,,O(m*log(n)/p),O(m*log(n)/p),,,O(m*log(n)),,,,"n: number of nodes
m: number of edges
p: number of processors",,,,"""multiprocessor system"", ""shared memory""",,,,,,,,,,0,,0,,0,1,p <=n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
