 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
17,All-Pairs Shortest Paths (APSP),0.001,,,Warshall-Floyd method,,,,,,,,Arjomandi,1975,https://dl.acm.org/doi/abs/10.5555/908319,,,,,,,,,,,,,,,,,,,,MIMD-TC,300,,,,,,,,,,,,,,1,,,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,Repeated plus-min method,,,,,,,,Savage,1977,https://apps.dtic.mil/sti/citations/ADA056888,,,,,,,,O(log^2(n)),O(log^2(n)),2,"section 7.2, page 104",O(n^3*log(n)),16.1,,,n: number of vertices,,,,SIMD-SM-R (CREW PRAM?),210,,,,,,,,,0,,0,,0,1,n^3/log(n),15.95,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,,,Warshall-Floyd method,,,,,,,,Deo et al.,1980,https://cir.nii.ac.jp/crid/1571698600670249216,,,,,,,,O(n^3/p+pn),,,,,,,,,,,,MIMD-TC,300,,,,,,,,,,,,,,1,p<<n,,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,Repeated plus-min method,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^3*log^2(n)),16.2,,,n: number of vertices,,,,"SIMD-PS, SIMD-CC",700,,,,,,,,,0,,0,,0,1,n^3,16,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,Repeated plus-min method,,,,,,,,Kucera,1982,https://www.sciencedirect.com/science/article/pii/002001908290093X,,,,,,,,O(log(n)),O(log(n)),1,,O(n^4*log(n)),21,,,n: number of vertices,,,,SIMD-SM-RW (CRCW PRAM?),220,,,,,,,,,0,,0,,0,1,n^4,20,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,,,,,,,,,,,Jenq & Sahni,1987,https://digitalcommons.montclair.edu/compusci-facpubs/96/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,Takaoka,1992,https://www.sciencedirect.com/science/article/pii/002001909290200F,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^3*(log n)^{1/2}*(log log n)^{1/2}),16.06,,,n: number of vertices,,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,O(n^3*(log log n)^{1/2}/(log n)^{3/2}),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,"Han, Pan & Reif",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log^2(n)),O(log^2(n)),2,,o(n^3),29.999,,,"n: number of vertices
p: number of processors",,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,"Han, Pan & Reif",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log(n)*log(log n)),O(log(n)*log(log n)),1.1,,o(n^3),29.999,,,"n: number of vertices
p: number of processors",,,,PRAM-CRCW,130,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,"Han, Pan & Reif",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log n),O(log n),1,,O(n^3),30,,,"n: number of vertices
p: number of processors",,,,PRAM-CRCW,130,,,,,,,,,1,,,,,1,n^3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,directed planar graph with real-valued edge costs but no negative cycles,,fundamental hammock-decomposition,,,,,,,,"Pantziou, Spirakis, Zaroliagis ",1992,https://link.springer.com/article/10.1007/BF01994878,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O((nq + M(q))*log^2(n)),,,,"n: number of vertices
q: cardinality of a face-on-vertex covering for a plane embedding
M(q): # of processors required to multiply 2 qxq matrices in O(log q) time",,,,PRAM-CREW,120,,,,,,,,,0,,0,,0,1,O(nq + M(q)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,unweighted interval graph,,,,,,,,,,Pal & Bhattacharjee,1997,https://dl.acm.org/doi/abs/10.5555/640121.640124,,,,,,,,O(n^2/(np) + log n),O(n^2/(np) + log n),1,,O(n^2),10,,,"n: number of vertices
np: number of processors",,,,PRAM-EREW,110,,,,,,,,,,,,,,,np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,chordal graphs,,,,,,,,,,"Han, Sekharan, Sridhar",1997,https://www.sciencedirect.com/science/article/pii/S0166218X96001035,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(M(n)),,,,"n: number of nodes
M(n): time required for multiplying two nxn matrices",,,,PRAM-CREW,120,,,,,,,,,0,,0,,0,1,O(M(n)/log^2(n) + n^2/log^2(n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,Takaoka,1998,https://link.springer.com/article/10.1007/PL00009198,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^3(log log n)^{3/2}/(log n)^{1/2}) = o(n^3),15.98,,,n: number of vertices,,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,O(n^3(log log n)^{3/2}/(log n)^{5/2}),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,interval graphs; circular-arc graphs,,,,,,,,,,"Chen, Lee",1994,https://ieeexplore.ieee.org/abstract/document/288297,,,,,,,,sorting + O(log n),,,,sorting + O(n),,,,n: number of vertices,,,,PRAM-CREW,120,,,,,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,weighted directed dense graph,,,,,,,,,,Tiskin,2001,https://www.researchgate.net/profile/Jan-Van-Leeuwen/publication/242498580_Automata_Languages_and_Programming_28th_International_Colloquium_ICALP_2001_Crete_Greece_July_8-12_2001_Proceedings/links/0a85e53cd28b9617d1000000/Automata-Languages-and-Programming-28th-International-Colloquium-ICALP-2001-Crete-Greece-July-8-12-2001-Proceedings.pdf#page=192,,,,,,,,O(n^3/p + g*(n^2/p^{2/3}) + l* log p),O(n^2),10,,O(n^3),16,,,"n: number of nodes
p: number of processors
g: communication throughput ratio (aka gap)
l: communication latency",,,,BSP,400,,,,,,,,,0,,0,,0,1,p (n ≥ p),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,Takaoka,2004,https://link.springer.com/chapter/10.1007/978-3-540-27798-9_31,,,,,,,,O(log log n),O(log log n),0.1,,O(n^3*log^2(log n)/log n),15.97,,,n: number of vertices,,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,O(n^3*log(log n)/log n),15.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,circular-arc graphs,,,,,,,,,,"Saha, Pal & Pal",2005,https://link.springer.com/article/10.1007/BF02936037,,,,,,,,O(n^2/p+ log n),O(n^2/p+ log n),1,,O(n^2),10,,,"n: number of vertices
p: number of processors",,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,,,,,,,,,,,Yanagisawa,2010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5470362,,,,,,,,,,,,,,,,,,,,SIMD (shared-memory),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,Repeated plus-min method,,,,,,,," Zhang, Wu, Wei & Wang",2011,https://www.sciencedirect.com/science/article/pii/S1051200411000650,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2*log^2(n)),12,,,n: number of vertices,,,,PCNN,600,,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,,,,,,,,,,"Solomonik, Buluç, Demmel",2013,https://ieeexplore.ieee.org/abstract/document/6569841,,,,,,,,O(n^3/p + n^2/\sqrt{p} + \sqrt{p}log^2(p)) or O(n^3/p + n^2/\sqrt{pc} + \sqrt{pc}log^2(p/c^3)),O(n^3/p + n^2/\sqrt{p} + \sqrt{p}log^2(p)) or O(n^3/p + n^2/p^{2/3} + p^{2/3}),,,O(n^3),16,,,"n: number of vertices
p: number of processors
c <= p^{1/3} (some blocking parameter)",,,,distributed memory,700,,,,,,,,,0,,0,,0,1,p,,0,0,https://www2.eecs.berkeley.edu/Pubs/TechRpts/2012/EECS-2012-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,,,,,,,,,,,"Kim, Choi, Bae",2018,https://dl.acm.org/doi/pdf/10.1145/3229710.3229730,,,,,,,,,,,,O(n^2.4) empirically,,,,,,,,shared memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,sparse graphs,,,,,,,,,,"Sao, Kannan, Gera, Vuduc",2020,https://dl.acm.org/doi/abs/10.1145/3332466.3374533,,,,,,,,,O(|S|*log^2(n)),,,O(n^2*|S|),,,,"n: number of vertices
|S|: size of the top level separator",,,,PRAM-CREW,120,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,undirected,,Vertex collapse method,,,,"Expected span: O((log log n)^2)
Expected work: O(n^3*(log log n)^2 / log n)",,,,Reif and Spirakis,1982,https://apps.dtic.mil/sti/citations/ADA114875,,,,,,,,,,,,,,,,n: number of nodes,,,,RP-RAM (Arbitrary CRCW),131,,,,,,,,,1,"time w/ probability 1-exp(-kn^a) for some k,a >0",0,,0,1,O(n^3/log n) (expected),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,undirected,,Vertex collapse method,,,,"Expected span: O(log n*(log log n)^2)
Expected work: O(n^3*(log log n)^2)",,,,Reif and Spirakis,1982,https://apps.dtic.mil/sti/citations/ADA114875,,,,,,,,,,,,,,,,n: number of nodes,,,,PRAM CREW,120,,,,,,,,,1,"time w/ probability 1-exp(-kn^a) for some k,a >1",0,,0,1,O(n^3/log n) (expected),,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP real weighted directed,,,,,,,,,,"Karczmarz, Sankowski",2021,https://epubs.siam.org/doi/abs/10.1137/1.9781611976465.17,,,,,,,,,\tilde{O}(d),,,\tilde{O}(nm+ (n/d)^3),,,,"n: number of nodes
m: number of edges
d: depth  parameter ∈[1, n]",,,,unspecified PRAM,100,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Integer Factoring,1,First Category Integer Factoring,,,,,,,,,,"Parallel Pollard's ""\rho"" algorithm (Brent)",1990,https://openresearch-repository.anu.edu.au/bitstream/1885/40808/3/TR-CS-90-05.pdf,,,,,,,,O(f^{1/2} (log N)^2 / P^{1/2}) expected,O(f^{1/2} (log N)^2 / P^{1/2}) expected,,,O(f^{1/2} (log N)^2 P^{1/2}) expected,,,O(P^{-1/2}),"N: integer to be factorized
f: nontrivial factor of N
P: number of processors",,,,Not listed (assume MIMD),600,,,,,,,,,1,expected times,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Integer Factoring,1,First Category Integer Factoring,,,,,,,,,,Parallel Lenstra's ECM (Brent),1990,https://openresearch-repository.anu.edu.au/bitstream/1885/40808/3/TR-CS-90-05.pdf,,,,,,,,"TP = T_1/P + O(T_1^{1=2+\eps}), T_1 = O(exp(c(log f log log f)^{1/2}) * (log N)^2) expected, where c is a constant",T_1/P + O(T_1^{1=2+\eps}),,,T_1 + O(T_1^{1=2+\eps}*P),,,,"N: integer to be factorized
f: nontrivial factor of N
P: number of processors",,,,MIMD and SIMD,700,,,,,,,,,1,expected times,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,Parallel MPQS (Brent),1990,https://maths-people.anu.edu.au/~brent/pd/rpb115.pdf,,,,,,,,"O(exp(c(log N log log N)^{1/2})/N) expected, where c is a constant",O(exp(c(log N log log N)^{1/2})/N),,,O(exp(c(log N log log N)^{1/2})/N*P),,,,"N: integer to be factorized
P: number of processors",,,,Not listed (assume MIMD),600,,,,,,,,,1,,0,,0,1,P not much larger than the size of the factor base (which is the set of the prime factors),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,"Parallel Quadratic Sieve (CARON, Silverman)",1988,https://link.springer.com/content/pdf/10.1007/BF00154339.pdf,,,,,,,,O(lg^3(D)/L) heuristic,O(lg^3(D)/L) heuristic,,,O(lg^3(D)) heuristic,,,,"D: a probable prime, D ~ ~N^{1/4}/M^{1/2}
L: number of processors",,,,asynch MIMD LC,700,,,,,,,,,0,,0,,1,1,L,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,Sorenson,1994,https://www.sciencedirect.com/science/article/pii/S0890540184710212/pdf,,,,,,,,O(log^{2d+2} n),O(log^{2d+2} n),,,exp[O(log^d n)],,,,"d: a positive constant s.t. B=n^{log^d n}
n: length of input
B: bound for the prime base",,,,boolean circuits,600,,,,,,,,,1,completely factor an integer with probability 1-o(1),0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,"Yang, Xu, Lin",2005,https://link.springer.com/chapter/10.1007/11599555_65,,,,,,,,O(n^2/p),O(n^2/p),,,O(n^2),,,,"n: integer to be factorized
p: number of processors",,,,MPI,700,,,,,,,,,1?,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Yang, Huang, Feng, Pan, Zhu",2017,https://www.sciencedirect.com/science/article/abs/pii/S0020025516310362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,Wunderlich,1985,https://www.ams.org/journals/mcom/1985-44-169/S0025-5718-1985-0771047-0/S0025-5718-1985-0771047-0.pdf,,,,,,,,M^a / (r(a) a^2 log^2 M) / P,M^a / (r(a) a^2 log^2 M) / P,, ,M^a / (r(a) a^2 log^2 M),,,,"M: integer to be factorized
a = log x / log(sqrt(M))
x: the upper bound for the primes considered
r(a): Dickman's function
P: number of processors",,,,SIMD (ICL DAP),700,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Åsbrink, Brynielsson",2000,https://www.csc.kth.se/~joel/qs.pdf,,,,,,,,,,,,,,,,,,,,MPI,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,Yan,1993,https://www.tandfonline.com/doi/pdf/10.1080/0020739930240317,,,,,,,,pi(sqrt(n))/p,pi(sqrt(n))/p,,,pi(sqrt(n)),,,,"n: integer to be factorized
pi(x): the number of primes up to x
p: number of processors",,,,MIMD,700,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Second Category Integer Factoring,,,,,,,,,,"Bahig, Hazber, Al-Utaibi, Nassr",2022,https://www.mdpi.com/2073-8994/14/12/2527,,,,,,,,O(m/t),O(m/t),,,O(m),,,,"m: integer to be factorized
t: number of threads",,,,shared memory,300,,,,,,,,,0,,0,,0,1,t,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Daoud, Gad",2014,https://www.academia.edu/download/34904126/Paper_27-A_parallel_line_sieve_for_the_GNFS_Algorithm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Yang, Xu, Lin, Quinn",2006,https://www.uneex.ru/static/springer/fulltext.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Bouillaguet, Zimmermann",2021,https://inria.hal.science/hal-02098114/document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Yang, Huang, Feng, Xu",2017,https://www.sciencedirect.com/science/article/abs/pii/S0020025516312348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,Silverman,1987,https://www.ams.org/journals/mcom/1987-48-177/S0025-5718-1987-0866119-8/S0025-5718-1987-0866119-8.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0.001,,,,,,,,,,,"Yang, Xu, Yeo, Hussain",2010,https://www.sciencedirect.com/science/article/pii/S0898122110000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,0.001,Second Category Integer Factoring,204,,,1,1,O(e^{sqrt((2+o(1))n*logn)}/p)?,,,[https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf Rational sieve (1993)],Rational sieve,1993,https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf,,,,0,0,8,n: 8,O(e^{sqrt((2+o(1))n*logn)}/p)?,,,,O(e^{sqrt((2+o(1))n*logn)}),,,no,"n: number of bits in the integer
B: bound parameter
p: number of processors",n,,,CREW PRAM?,,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,Same general approach as Dixon's algorithm,1,0,,0,,0,,0,1,p,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis
20,LU Decomposition,1,dense,,,,,,,,,,"Liu, Cheung",1997,https://www.sciencedirect.com/science/article/pii/S0898122197000527/pdf,,,,,,,,,O(n^2),10,,O(n^3),16,,,nxn given matrix,,,,hypercubes,700,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,0.001,sparse,,,,,,,,,,"VAN DER STAPPEN, BISSELING, VAN DE VORST",1993,https://epubs.siam.org/doi/pdf/10.1137/0614059,,,,,,,,,,,,,,,,,,,, distributed-memory MIMD,700,,,,,,,,,,,,,,,Q^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,1,,,,,,,,,,,van de Vorst (grids),1988,https://link.springer.com/content/pdf/10.1007/BF02915443.pdf,,,,,,,,,O(n^1.5) + O(n^2.5) comm,15.25,,O(n^2.5) + O(n^2.5) comm,15.25,,,,,,, distributed-memory MIMD,700,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,1,,,,,,,,,,,van de Vorst (blocks),1988,https://link.springer.com/content/pdf/10.1007/BF02915443.pdf,,,,,,,,,O(n^2) + O(n^2.5) comm,15.25,,O(n^3) + O(n^2.5) comm,16,,,,,,, distributed-memory MIMD,700,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,1,,,,,,,,,,,"Lee, Lee",1996,https://link.springer.com/content/pdf/10.1007/BF03008903.pdf,,,,,,,,,O(n^2),10,,O(n^3),16,,,,,,,Intel Paragon,700,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,0.001,sparse,,,,,,,,,,"Yu, Wang",1990,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=49121,,,,,,,,,,,,,,,,,,,,hypercube,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,0.001,,,,,,,,,,,"Ozcan, Sen",2012,https://www.sciencedirect.com/science/article/pii/S2212017312000126/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,0.001,,,,,,,,,,,"Stark, Beris",1992,https://www.sciencedirect.com/science/article/pii/0167819192900105,,,,,,,,,,,,,,,,,,,,"MIMD with hierarchical distributed memory (register, cache, local, shared)",700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,0.001,,,,,,,,,,,"Heinecke, Bader",2009,https://dl.acm.org/doi/pdf/10.1145/1531666.1531672,,,,,,,,,,,,,,,,,,,,SIMD-SM,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,0.001,,,,,,,,,,,Lüpke,1993,https://link.springer.com/chapter/10.1007/3-540-56891-3_61,,,,,,,,,,,,,,,,,,,,distributed memory MIMD,700,,,,,,,,,,,,,,,p^2 <= n^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LU Decomposition,1,,,,,,,,,,,"Solomonik, Demmel (Classical 2.5D)",2011,https://www2.eecs.berkeley.edu/Pubs/TechRpts/2011/EECS-2011-10.pdf,,,,,,,,O(sqrt(pc) log(p/c) + n^2/sqrt(pc) + n^3/p),O(n log(n)),6.1,,O(n^3),16,,,n x n matrix,,,,distributed memory,700,,,,,,,,,0,,0,,0,1,p<=n^2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(log n),,,[https://dl.acm.org/doi/pdf/10.1145/72935.72977 Kedem et al. (1989)],Kedem et al.,1989,https://dl.acm.org/doi/pdf/10.1145/72935.72977,,,,,,,,O(log n),O(log n),1,https://dl.acm.org/doi/pdf/10.1145/72935.72977,O(n),10,https://dl.acm.org/doi/pdf/10.1145/72935.72977,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n/log n),,0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(1),,,[https://dl.acm.org/doi/pdf/10.1145/210332.210341 Galil (1995)],Galil,1995,https://dl.acm.org/doi/pdf/10.1145/210332.210341,,,,,,,,O(1),O(1),0,https://dl.acm.org/doi/pdf/10.1145/210332.210341,O(n),10,https://dl.acm.org/doi/pdf/10.1145/210332.210341,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n),,0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(log log m),,,[https://dl.acm.org/doi/pdf/10.1145/73007.73036 Berkman et al. (1989)],Berkman et al.,1989,https://dl.acm.org/doi/pdf/10.1145/73007.73036,,,,,,,,O(log log m),O(log log m),,https://dl.acm.org/doi/pdf/10.1145/73007.73036,O(n),10,https://dl.acm.org/doi/pdf/10.1145/73007.73036,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n/log log m),,0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(log m),,,[https://www.sciencedirect.com/science/article/pii/S0019995885800280 Vishkin (1985)],Vishkin,1985,https://www.sciencedirect.com/science/article/pii/S0019995885800280,,,,,,,,O(log m),O(log m),,https://www.sciencedirect.com/science/article/pii/S0019995885800280,O(n),10,https://www.sciencedirect.com/science/article/pii/S0019995885800280,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n/log m),,0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,,,
